Path,      Total Latency (s),    Total Noise Power (W)  ,  SNR (dB)  
E->A->D->C->B->F,0.011407377070073815,2.2798970741135123e-06,26.42084758768636
E->A->D->F,0.008952575998352207,1.789276509318542e-06,27.473225397054826
E->A->D->B->F,0.010909095509466948,2.1803097048932396e-06,26.614818120959157
E->A->B->D->F,0.013979879559169942,2.794041637058343e-06,25.537671262784066
E->A->B->C->D->F,0.014478161119776808,2.8936290062786155e-06,25.385571507754648
E->A->B->F,0.007094733593429948,1.4179650818863584e-06,28.483344637444837
E->B->A->C->D->F,0.020469635035599943,4.091094801123617e-06,23.88160456671796
E->B->A->D->F,0.016580573489203367,3.313820587585276e-06,24.796710082675943
E->B->D->F,0.012540826694730578,2.5064301734435305e-06,26.009443898782074
E->B->C->D->F,0.013039108255337445,2.6060175426638032e-06,25.84022665117508
E->B->C->A->D->F,0.018698137026382955,3.7370403061067713e-06,24.274722180119205
E->B->F,0.005655680728990585,1.1303536182715462e-06,29.467856711718767
E->F,0.0035523068134392004,7.099698607807236e-07,31.487600873012713
F->B->A,0.005588390245142873,1.11690483190307e-06,29.51983830232774
F->B->D->A,0.009402752161179874,1.8792494549099512e-06,27.2601556705214
F->B->D->C->A,0.013291813707576448,2.656523668448292e-06,25.75686310365689
F->B->C->D->A,0.009901033721786742,1.978836824130224e-06,27.035900164563532
F->B->C->A,0.00770595378232246,1.5401245504245649e-06,28.124441561928574
F->B->E->A,0.0071620240772776594,1.4314138682548344e-06,28.442347794391285
F->E->A,0.005058650161726276,1.011030110764012e-06,29.952359099441882
F->E->B->A,0.012686647652577434,2.5355741890307462e-06,25.95923677793962
F->E->B->D->A,0.016501009568614434,3.297918812037627e-06,24.817600399947324
F->E->B->D->C->A,0.02039007111501101,4.075193025575968e-06,23.898518156461805
F->E->B->C->D->A,0.0169992911292213,3.3975061812579e-06,24.68839744460441
F->E->B->C->A,0.01480421118975702,2.9587939075522413e-06,25.288852842242754
F->D->A,0.0074462326500651325,1.4882162593352537e-06,28.273339549382275
F->D->C->B->A,0.012971817771489735,2.592568756295327e-06,25.86269717066715
F->D->C->B->E->A,0.014545451603624521,2.9070777926470917e-06,25.365433464664754
F->D->C->A,0.011335294196461709,2.265490472873594e-06,26.44837759830912
F->D->B->A,0.012473536210882867,2.4929813870750548e-06,26.032809639834994
F->D->B->C->A,0.014591099748062452,2.9162011055965494e-06,25.3518252972331
F->D->B->E->A,0.014047170043017651,2.807490423426819e-06,25.516817164770057
F->B,0.0010548650674976124,2.108270609622968e-07,36.76073645488334
F->E->A->C->B,0.011709738876551122,2.3403276002262802e-06,26.307233455760887
F->E->A->C->D->B,0.01729559880180511,3.456726718250007e-06,24.613349535346515
F->E->A->D->C->B,0.013904818816015404,2.779039873931939e-06,25.56105221878843
F->E->A->D->B,0.013406537255408538,2.6794525047116665e-06,25.719539367448153
F->E->A->B,0.009592175339371537,1.917107881704785e-06,27.173534473145327
F->E->B,0.008153122474932172,1.6294964180899728e-06,27.879465898508585
F->D->A->C->B,0.01409732136488998,2.8175137487975218e-06,25.50133956022822
F->D->A->E->B,0.01355339165984518,2.7088030666277913e-06,25.672225675713868
F->D->A->B,0.011979757827710394,2.394294030276027e-06,26.208225173025156
F->D->C->B,0.008438292593844474,1.6864909853545537e-06,27.73015975863002
F->D->C->A->E->B,0.017442453206241756,3.486077280166132e-06,24.576629895789516
F->D->C->A->B,0.01586881937410697,3.1715682438143675e-06,24.98725939289965
F->D->B,0.007940011033237606,1.5869036161342814e-06,27.9944945021566
F->B->A->C,0.010362435403863914,2.0710533203937242e-06,26.838087198150586
F->B->A->D->C,0.012557515343328196,2.5097655940993832e-06,26.00366838655617
F->B->D->A->C,0.014176797319900916,2.8333979434006056e-06,25.47692425660982
F->B->D->C,0.008517768548855408,1.7023751799576375e-06,27.689447212024902
F->B->C,0.0029319086236014183,5.859760619339107e-07,32.321201252487306
F->B->E->A->C,0.0119360692359987,2.385562356745489e-06,26.22409226836545
F->B->E->A->D->C,0.014131149175462982,2.8242746304511474e-06,25.490930750811334
F->E->A->C,0.009832695320447317,1.965178599254666e-06,27.06597973967408
F->E->A->D->C,0.012027775259911598,2.403890872960325e-06,26.190852514558507
F->E->A->D->B->C,0.015283580811512343,3.0546015056832805e-06,25.150454385052345
F->E->A->B->D->C,0.017055078820729333,3.408656000700126e-06,24.67416825270371
F->E->A->B->C,0.011469218895475343,2.292256882676399e-06,26.397367145940617
F->E->B->A->C,0.017460692811298476,3.4897226775214002e-06,24.572090843323977
F->E->B->A->D->C,0.019655772750762756,3.928434951227059e-06,24.057804337007163
F->E->B->D->A->C,0.021275054727335475,4.252067300528282e-06,23.71399870203126
F->E->B->D->C,0.015616025956289968,3.1210445370853135e-06,25.057000339388374
F->E->B->C,0.010030166031035978,2.004645419061587e-06,26.979624340977686
F->D->A->C,0.012220277808786175,2.4423647478259078e-06,26.121894771073517
F->D->A->E->B->C,0.015430435215948985,3.0839520675994053e-06,25.108923806012537
F->D->A->B->C,0.0138568013838142,2.769443031247641e-06,25.57607564068212
F->D->C,0.006561249037740667,1.3113419843829397e-06,28.8228403404429
F->D->B->A->C,0.017247581369603908,3.4471298755657092e-06,24.62542353615855
F->D->B->C,0.009817054589341411,1.9620526171058954e-06,27.072893501607926
F->D->B->E->A->C,0.018821215201738694,3.761638911917473e-06,24.24622895677762
F->B->A->C->D,0.013404506146794342,2.679046564015724e-06,25.720197379336568
F->B->A->D,0.009515444600397768,1.9017723504773836e-06,27.208414710203826
F->B->D,0.005475697805924979,1.0943819363356378e-06,29.608310839486105
F->B->C->D,0.005973979366531847,1.1939693055559103e-06,29.230068378624626
F->B->C->A->D,0.011633008137577354,2.3249920689988782e-06,26.335785242346287
F->B->E->A->C->D,0.014978139978929128,2.9935556003674885e-06,25.23812671138291
F->B->E->A->D,0.011089078432532554,2.2162813868291477e-06,26.543751008979942
F->E->A->C->B->D,0.016130571614978488,3.223882475599621e-06,24.916207984826045
F->E->A->C->D,0.012874766063377745,2.573171842876666e-06,25.895312095451793
F->E->A->D,0.00898570451698117,1.7958976293383255e-06,27.457184228360795
F->E->A->B->D,0.014013008077798905,2.800662757078126e-06,25.5273918377117
F->E->A->B->C->D,0.014511289638405771,2.900250126298399e-06,25.375645456228316
F->E->B->A->C->D,0.020502763554228906,4.0977159211433995e-06,23.874581528543615
F->E->B->A->D,0.016613702007832326,3.3204417076050596e-06,24.788041396647632
F->E->B->D,0.01257395521335954,2.513051293463314e-06,25.997986470060184
F->E->B->C->D,0.013072236773966406,2.6126386626835865e-06,25.829206506071152
F->E->B->C->A->D,0.018731265545011914,3.7436614261265546e-06,24.26703435418409
F->D,0.0035191782948102387,7.033487407609402e-07,31.528292857430603
F->B->A->E,0.007094733593429948,1.4179650818863582e-06,28.483344637444837
F->B->D->A->E,0.010909095509466948,2.1803097048932396e-06,26.614818120959157
F->B->D->C->A->E,0.014798157055863523,2.9575839184315804e-06,25.29062923861584
F->B->C->D->A->E,0.011407377070073816,2.2798970741135123e-06,26.42084758768636
F->B->C->A->E,0.009212297130609535,1.8411848004078531e-06,27.349026190084803
F->B->E,0.005655680728990585,1.1303536182715462e-06,29.467856711718767
F->E,0.0035523068134392004,7.099698607807236e-07,31.487600873012713
F->D->A->C->B->E,0.01869813702638295,3.7370403061067713e-06,24.274722180119205
F->D->A->E,0.008952575998352207,1.789276509318542e-06,27.473225397054826
F->D->A->B->E,0.016580573489203367,3.3138205875852767e-06,24.79671008267594
F->D->C->B->A->E,0.01447816111977681,2.8936290062786155e-06,25.385571507754648
F->D->C->B->E,0.013039108255337446,2.6060175426638032e-06,25.84022665117508
F->D->C->A->E,0.012841637544748784,2.5665507228568826e-06,25.90650148337108
F->D->C->A->B->E,0.020469635035599943,4.091094801123617e-06,23.88160456671796
F->D->B->A->E,0.013979879559169942,2.7940416370583432e-06,25.537671262784066
F->D->B->C->A->E,0.01609744309634953,3.217261355579838e-06,24.925136575699952
F->D->B->E,0.012540826694730577,2.5064301734435305e-06,26.009443898782074
